config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,11,4,4,0,0,0,3,0,4,23.5,13841,4,0
acl_hardened,11,4,4,0,0,0,3,0,4,23.6,13841,4,0
agenticcyops,16,4,4,0,0,0,3,4,4,60.1,7607,4,0
