config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,20,13,13,0,0,0,3,0,4,230.7,16095,4,0
acl_hardened,19,12,12,0,0,0,3,0,4,271.9,16687,4,0
agenticcyops,35,13,13,0,0,0,3,12,4,385.7,9413,4,0
