config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,27,20,20,0,0,0,3,0,4,78.0,16724,4,0
acl_hardened,24,17,17,0,0,0,3,0,4,130.4,18604,4,0
agenticcyops,33,11,10,1,0,0,3,12,4,196.4,9282,4,1
