config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,14,3,3,0,0,4,3,0,4,30.0,17589,4,0
acl_hardened,14,3,3,0,0,4,3,0,4,28.5,17558,4,0
agenticcyops,35,4,4,0,7,4,3,0,4,14.1,9297,4,0
