config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,18,7,7,0,0,4,3,0,4,27.1,17706,4,0
acl_hardened,18,7,7,0,0,4,3,0,4,28.0,17706,4,0
agenticcyops,41,3,3,0,6,4,3,4,4,59.8,11120,4,0
