config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,22,11,11,0,0,4,3,0,4,248.1,18974,4,0
acl_hardened,21,10,10,0,0,4,3,0,4,235.8,18780,4,0
agenticcyops,111,12,12,0,7,4,3,16,4,403.9,11948,4,0
