config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,21,14,14,0,0,0,3,0,4,28.9,14203,4,0
acl_hardened,21,14,14,0,0,0,3,0,4,28.8,14203,4,0
agenticcyops,56,13,12,1,0,0,3,28,4,323.4,8045,4,1
