config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,11,0,0,0,0,4,3,0,0,0.0,0,4,0
acl_hardened,11,0,0,0,0,4,3,0,0,0.0,0,4,0
agenticcyops,57,4,4,0,7,4,3,8,4,55.4,8990,4,0
