config,total_events,tool_calls,tool_calls_allowed,tool_calls_denied,memory_reads,memory_writes,handoffs,consensus_votes,llm_calls,e2e_latency_s,total_tokens,phases_completed,false_blocks
flat,15,8,8,0,0,0,3,0,4,27.2,15746,4,0
acl_hardened,15,8,8,0,0,0,3,0,4,27.9,15746,4,0
agenticcyops,24,7,7,0,0,0,3,8,4,111.1,8499,4,0
